timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffPct,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce,position,date,name,team,opponent,birthdate,id,aged,pim,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShotsAgainst,evenShotsAgainst,powerPlayShotsAgainst,decision,savePercentage,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage,shutout
840,0,0,0,0,0,0,0,50.0,7,14,0,0,0,0,1,1,840,0,0,C,2023-10-14,Fraser Minten,TOR,MIN,2004-07-05,ID8483489,7040,0,0,0,0,0,0,0,0,,,,,,0
793,0,0,2,2,0,0,0,,0,0,0,0,0,0,0,0,791,2,0,LW,2023-10-14,Matthew Knies,TOR,MIN,2002-10-17,ID8482720,7667,0,0,0,0,0,0,0,0,,,,,,0
1258,0,0,8,2,0,0,2,57.69,15,26,0,2,0,0,0,0,1076,158,24,C,2023-10-14,Bo Horvat,NYI,BUF,1995-04-05,ID8477500,10419,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,Oliver Wahlstrom,NYI,BUF,2000-06-13,ID8480789,8523,0,0,0,0,0,0,0,0,,,,,,0
866,1,0,1,0,0,0,0,100.0,2,2,1,0,0,0,0,1,737,129,0,LW,2023-10-14,Pierre Engvall,NYI,BUF,1996-05-31,ID8478115,9997,0,0,0,0,0,0,0,0,,,,,,0
1207,0,0,3,0,0,0,0,,0,0,2,4,0,0,0,0,1023,184,0,C,2023-10-14,Mathew Barzal,NYI,BUF,1997-05-26,ID8478445,9637,0,0,0,0,0,0,0,0,,,,,,0
1153,0,0,2,1,0,0,0,,0,0,0,1,0,0,0,0,993,160,0,D,2023-10-14,Noah Dobson,NYI,BUF,2000-01-07,ID8480865,8681,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,Julien Gauthier,NYI,BUF,1997-10-15,ID8479328,9495,0,0,0,0,0,0,0,0,,,,,,0
997,1,1,3,1,0,0,0,46.15,6,13,1,1,0,0,0,2,829,146,22,C,2023-10-14,Brock Nelson,NYI,BUF,1991-10-15,ID8475754,11687,0,0,0,0,0,0,0,0,,,,,,0
857,0,0,2,3,0,0,0,0.0,0,1,1,0,0,0,0,0,725,132,0,LW,2023-10-14,Anders Lee,NYI,BUF,1990-07-03,ID8475314,12156,0,0,0,0,0,0,0,0,,,,,,0
792,1,0,1,4,0,0,0,,0,0,1,2,0,0,1,0,751,3,38,RW,2023-10-14,Cal Clutterbuck,NYI,BUF,1987-11-18,ID8473504,13114,0,0,0,0,0,0,0,0,,,,,,0
3591,0,0,28,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-14,Ilya Sorokin,NYI,BUF,1995-08-04,ID8478009,10298,0,26,1,0,25,0,27,1,W,92.85714285714286,100.0,,92.5925925925926,0
930,0,0,0,3,0,0,0,83.33,10,12,0,1,0,0,1,-1,789,117,24,C,2023-10-14,Jean-Gabriel Pageau,NYI,BUF,1992-11-11,ID8476419,11294,0,0,0,0,0,0,0,0,,,,,,0
1007,0,0,2,2,0,0,0,,0,0,0,1,0,0,4,0,960,0,47,D,2023-10-14,Scott Mayfield,NYI,BUF,1992-10-14,ID8476429,11322,0,0,0,0,0,0,0,0,,,,,,0
1372,1,0,0,1,0,0,0,,0,0,0,1,0,0,4,1,1263,94,15,D,2023-10-14,Ryan Pulock,NYI,BUF,1994-10-06,ID8477506,10600,0,0,0,0,0,0,0,0,,,,,,0
1313,1,0,0,2,0,0,2,,0,0,1,0,0,0,2,1,1276,0,37,D,2023-10-14,Adam Pelech,NYI,BUF,1994-08-16,ID8476917,10651,0,0,0,0,0,0,0,0,,,,,,0
608,0,0,0,5,0,0,0,,0,0,1,0,0,0,0,0,605,3,0,LW,2023-10-14,Matt Martin,NYI,BUF,1989-05-08,ID8474709,12577,0,0,0,0,0,0,0,0,,,,,,0
710,0,0,0,0,0,0,0,25.0,3,12,0,1,0,0,2,-1,651,3,56,C,2023-10-14,David Kampf,TOR,MIN,1995-01-12,ID8480144,10502,0,0,0,0,0,0,0,0,,,,,,0
951,0,0,0,2,0,0,0,,0,0,0,0,0,0,2,-1,895,0,56,D,2023-10-14,Mark Giordano,TOR,MIN,1983-10-03,ID8470966,14621,0,0,0,0,0,0,0,0,,,,,,0
1317,0,0,2,5,0,0,0,,0,0,1,2,0,0,1,0,1186,40,91,D,2023-10-14,Darnell Nurse,EDM,VAN,1995-02-04,ID8477498,10479,0,0,0,0,0,0,0,0,,,,,,0
3458,0,0,16,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-14,Stuart Skinner,EDM,VAN,1998-11-01,ID8479973,9113,0,12,1,0,11,0,14,2,L,75.0,50.0,,78.57142857142857,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,Arthur Kaliyev,LAK,CAR,2001-06-26,ID8481560,8145,0,0,0,0,0,0,0,0,,,,,,0
589,1,0,2,0,0,0,0,75.0,3,4,1,0,0,0,0,0,416,13,160,C,2023-10-14,Blake Lizotte,LAK,CAR,1997-12-13,ID8481481,9436,0,0,0,0,0,0,0,0,,,,,,0
643,0,0,2,0,0,0,0,0.0,0,1,0,0,0,0,0,-1,643,0,0,RW,2023-10-14,Michael Amadio,VGK,ANA,1996-05-13,ID8478020,10015,0,0,0,0,0,0,0,0,,,,,,0
1159,0,0,1,0,0,0,0,,0,0,0,0,0,0,2,0,939,0,220,D,2023-10-14,Brayden Pachal,VGK,ANA,1999-08-23,ID8481167,8818,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,Brett Howden,VGK,ANA,1998-03-29,ID8479353,9330,0,0,0,0,0,0,0,0,,,,,,0
1366,1,0,3,1,0,0,0,,0,0,0,0,0,0,0,0,1136,9,221,D,2023-10-14,Nicolas Hague,VGK,ANA,1998-12-05,ID8479980,9079,0,0,0,0,0,0,0,0,,,,,,0
1374,0,2,3,1,1,0,2,59.09,13,22,0,0,0,0,3,-2,946,329,99,C,2023-10-14,Anze Kopitar,LAK,CAR,1987-08-24,ID8471685,13200,0,0,0,0,0,0,0,0,,,,,,0
1084,1,0,2,0,0,0,0,50.0,6,12,1,0,0,0,0,1,865,161,58,C,2023-10-14,Nicolas Roy,VGK,ANA,1997-02-05,ID8478462,9747,0,0,0,0,0,0,0,0,,,,,,0
711,0,0,2,0,0,0,0,,0,0,0,0,0,0,1,-1,576,135,0,LW,2023-10-14,Pavel Dorofeyev,VGK,ANA,2000-10-26,ID8481604,8388,0,0,0,0,0,0,0,0,,,,,,0
1276,1,1,8,0,1,1,0,41.67,5,12,2,0,0,0,2,0,731,415,130,C,2023-10-14,Jack Eichel,VGK,ANA,1996-10-28,ID8478403,9847,0,0,0,0,0,0,0,0,,,,,,0
877,0,0,1,3,0,0,0,,0,0,0,1,0,0,0,0,763,2,112,D,2023-10-14,Kaedan Korczak,VGK,ANA,2001-01-29,ID8481527,8293,0,0,0,0,0,0,0,0,,,,,,0
3543,0,0,23,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-14,Adin Hill,VGK,ANA,1996-05-11,ID8478499,10017,0,22,4,0,18,0,19,4,W,95.65217391304348,100.0,,94.73684210526315,0
637,0,0,0,5,0,0,9,,0,0,0,0,0,0,1,1,611,2,24,RW,2023-10-14,Keegan Kolesar,VGK,ANA,1997-04-08,ID8478434,9685,0,0,0,0,0,0,0,0,,,,,,0
692,0,1,4,0,0,0,0,,0,0,1,1,0,0,0,1,674,0,18,RW,2023-10-14,Jonas Rondbjerg,VGK,ANA,1999-03-31,ID8480007,8963,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,William Carrier,VGK,ANA,1994-12-20,ID8477478,10525,0,0,0,0,0,0,0,0,,,,,,0
1176,0,0,0,4,0,0,6,,0,0,0,3,0,0,3,-1,1098,8,70,D,2023-10-14,Matt Roy,LAK,CAR,1995-03-01,ID8478911,10454,0,0,0,0,0,0,0,0,,,,,,0
1312,0,0,1,1,0,0,0,56.52,13,23,0,0,0,0,0,-1,803,324,185,C,2023-10-14,Phillip Danault,LAK,CAR,1993-02-24,ID8476479,11189,0,0,0,0,0,0,0,0,,,,,,0
1006,3,0,2,0,0,1,0,0.0,0,1,2,2,0,0,0,0,645,331,30,LW,2023-10-14,Kevin Fiala,LAK,CAR,1996-07-22,ID8477942,9945,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,Tobias Bjornfot,LAK,CAR,2001-04-06,ID8481600,8226,0,0,0,0,0,0,0,0,,,,,,0
1121,0,0,3,3,0,0,0,0.0,0,1,0,0,0,0,1,-1,813,308,0,RW,2023-10-14,Quinton Byfield,LAK,CAR,2002-08-19,ID8482124,7726,0,0,0,0,0,0,0,0,,,,,,0
928,0,0,3,0,0,0,0,,0,0,0,0,0,0,0,0,629,299,0,RW,2023-10-14,Alex Laferriere,LAK,CAR,2001-10-28,ID8482155,8021,0,0,0,0,0,0,0,0,,,,,,0
1428,0,1,2,0,0,0,0,,0,0,1,2,0,0,1,-2,1142,28,258,D,2023-10-14,Vladislav Gavrikov,LAK,CAR,1995-11-21,ID8478882,10189,0,0,0,0,0,0,0,0,,,,,,0
1037,0,0,2,0,0,0,0,40.0,4,10,0,0,0,0,0,0,700,323,14,C,2023-10-14,Pierre-Luc Dubois,LAK,CAR,1998-06-24,ID8479400,9243,0,0,0,0,0,0,0,0,,,,,,0
411,0,0,1,2,0,0,0,0.0,0,1,0,0,0,0,0,0,408,3,0,C,2023-10-14,Jaret Anderson-Dolan,LAK,CAR,1999-09-12,ID8479994,8798,0,0,0,0,0,0,0,0,,,,,,0
1189,0,1,3,0,1,0,0,0.0,0,1,0,1,0,0,1,-1,695,325,169,LW,2023-10-14,Trevor Moore,LAK,CAR,1995-03-31,ID8479675,10424,0,0,0,0,0,0,0,0,,,,,,0
581,1,0,1,0,0,0,0,66.67,2,3,0,0,0,0,0,0,412,0,169,C,2023-10-14,Trevor Lewis,LAK,CAR,1987-01-08,ID8473453,13428,0,0,0,0,0,0,0,0,,,,,,0
962,0,0,0,0,0,0,0,,0,0,0,1,0,0,2,-1,582,321,59,D,2023-10-14,Jordan Spence,LAK,CAR,2001-02-24,ID8481606,8267,0,0,0,0,0,0,0,0,,,,,,0
678,1,0,3,2,0,0,0,0.0,0,1,0,0,0,0,1,0,673,0,5,RW,2023-10-14,Carl Grundstrom,LAK,CAR,1997-12-01,ID8479336,9448,0,0,0,0,0,0,0,0,,,,,,0
3864,0,0,19,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-14,Pheonix Copley,LAK,CAR,1992-01-18,ID8477831,11592,0,14,3,1,10,3,13,3,OTL,73.68421052631578,100.0,33.33333333333333,76.92307692307693,0
1699,0,1,1,1,0,0,0,,0,0,0,1,0,0,0,0,1148,326,225,D,2023-10-14,Drew Doughty,LAK,CAR,1989-12-08,ID8474563,12363,0,0,0,0,0,0,0,0,,,,,,0
963,1,0,0,2,0,0,2,,0,0,0,0,0,0,1,1,805,0,158,D,2023-10-14,Mikey Anderson,LAK,CAR,1999-05-25,ID8479998,8908,0,0,0,0,0,0,0,0,,,,,,0
1342,1,0,3,3,0,1,0,100.0,1,1,0,0,0,0,0,-1,883,332,127,RW,2023-10-14,Adrian Kempe,LAK,CAR,1996-09-13,ID8477960,9892,0,0,0,0,0,0,0,0,,,,,,0
660,0,0,0,3,0,0,0,,0,0,0,2,0,0,1,0,468,0,192,D,2023-10-14,Andreas Englund,LAK,CAR,1996-01-21,ID8477971,10128,0,0,0,0,0,0,0,0,,,,,,0
913,1,0,1,0,0,0,6,,0,0,0,0,0,0,1,1,811,7,95,D,2023-10-14,Brayden McNabb,VGK,ANA,1991-01-21,ID8475188,11954,0,0,0,0,0,0,0,0,,,,,,0
939,0,0,2,1,0,0,0,71.43,5,7,0,1,0,0,1,-1,602,155,182,C,2023-10-14,William Karlsson,VGK,ANA,1993-01-08,ID8476448,11236,0,0,0,0,0,0,0,0,,,,,,0
872,0,0,2,5,0,0,2,0.0,0,2,0,0,0,0,1,0,661,211,0,C,2023-10-14,Ivan Barbashev,VGK,ANA,1995-12-14,ID8477964,10166,0,0,0,0,0,0,0,0,,,,,,0
1498,1,1,3,0,1,1,0,,0,0,2,0,0,0,1,1,992,431,75,D,2023-10-14,Shea Theodore,VGK,ANA,1995-08-03,ID8477447,10299,0,0,0,0,0,0,0,0,,,,,,0
875,0,0,0,1,0,0,0,45.45,5,11,0,0,0,0,2,0,758,117,0,C,2023-10-14,Jacob Peterson,SJS,COL,1999-07-19,ID8480216,8853,0,0,0,0,0,0,0,0,,,,,,0
1261,0,0,3,1,0,0,0,,0,0,0,1,0,0,0,0,897,211,153,RW,2023-10-14,Filip Zadina,SJS,COL,1999-11-27,ID8480821,8722,0,0,0,0,0,0,0,0,,,,,,0
3900,0,0,52,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-14,Mackenzie Blackwood,SJS,COL,1996-12-09,ID8478406,9805,0,51,9,2,40,2,41,9,OTL,98.07692307692307,100.0,100.0,97.5609756097561,0
1306,1,0,0,1,0,0,2,,0,0,1,0,0,0,5,0,1076,0,230,D,2023-10-14,Matt Benning,SJS,COL,1994-05-25,ID8476988,10734,0,0,0,0,0,0,0,0,,,,,,0
881,1,0,1,0,0,0,0,100.0,1,1,1,0,0,0,0,1,580,301,0,C,2023-10-14,Mike Hoffman,SJS,COL,1989-11-24,ID8474884,12377,0,0,0,0,0,0,0,0,,,,,,0
1051,0,0,2,1,0,0,0,,0,0,1,0,0,0,0,0,773,278,0,LW,2023-10-14,Anthony Duclair,SJS,COL,1995-08-26,ID8477407,10276,0,0,0,0,0,0,0,0,,,,,,0
1510,0,0,0,0,0,0,2,,0,0,1,0,0,0,3,0,1155,176,179,D,2023-10-14,Jan Rutta,SJS,COL,1990-07-29,ID8480172,12130,0,0,0,0,0,0,0,0,,,,,,0
195,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,154,0,41,D,2023-10-14,Marc-Edouard Vlasic,SJS,COL,1987-03-30,ID8471709,13347,0,0,0,0,0,0,0,0,,,,,,0
805,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,-1,778,0,27,D,2023-10-14,Philip Broberg,EDM,VAN,2001-06-25,ID8481598,8146,0,0,0,0,0,0,0,0,,,,,,0
321,0,0,0,3,0,0,0,100.0,4,4,0,0,0,0,0,0,290,0,31,C,2023-10-14,Derek Ryan,EDM,VAN,1986-12-29,ID8478585,13438,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,Vincent Desharnais,EDM,VAN,1996-05-29,ID8479576,9999,0,0,0,0,0,0,0,0,,,,,,0
1492,1,0,5,0,0,1,0,,0,0,0,3,0,0,2,-1,978,514,0,D,2023-10-14,Evan Bouchard,EDM,VAN,1999-10-20,ID8480803,8760,0,0,0,0,0,0,0,0,,,,,,0
1568,1,1,8,4,1,1,2,55.56,5,9,1,4,0,0,0,-1,1070,498,0,C,2023-10-14,Connor McDavid,EDM,VAN,1997-01-13,ID8478402,9770,0,0,0,0,0,0,0,0,,,,,,0
1235,0,0,2,4,0,0,0,0.0,0,1,0,0,0,0,0,-1,1168,42,25,LW,2023-10-14,Evander Kane,EDM,VAN,1991-08-02,ID8475169,11761,0,0,0,0,0,0,0,0,,,,,,0
803,0,0,1,0,0,0,0,31.25,5,16,0,1,0,0,1,0,748,40,15,C,2023-10-14,Ryan McLeod,EDM,VAN,1999-09-21,ID8480802,8789,0,0,0,0,0,0,0,0,,,,,,0
1180,0,0,0,2,0,0,0,,0,0,2,0,0,0,3,0,1036,45,99,D,2023-10-14,Nikolai Knyzhov,SJS,COL,1998-03-20,ID8481812,9339,0,0,0,0,0,0,0,0,,,,,,0
1406,2,1,4,1,1,1,0,33.33,1,3,2,1,0,0,0,0,894,500,12,C,2023-10-14,Ryan Nugent-Hopkins,EDM,VAN,1993-04-12,ID8476454,11142,0,0,0,0,0,0,0,0,,,,,,0
651,0,0,2,2,0,0,2,,0,0,1,0,0,0,0,0,651,0,0,RW,2023-10-14,Givani Smith,SJS,COL,1998-02-27,ID8479379,9360,0,0,0,0,0,0,0,0,,,,,,0
1201,0,0,1,1,0,0,0,,0,0,0,0,0,0,1,0,1087,0,114,D,2023-10-14,Kyle Burroughs,SJS,COL,1995-07-12,ID8477335,10321,0,0,0,0,0,0,0,0,,,,,,0
842,0,0,2,0,0,0,0,,0,0,0,1,0,0,2,0,724,118,0,D,2023-10-14,Ben Hutton,VGK,ANA,1993-04-20,ID8477018,11134,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,Alex Pietrangelo,VGK,ANA,1990-01-18,ID8474565,12322,0,0,0,0,0,0,0,0,,,,,,0
1249,0,0,2,1,0,0,0,,0,0,4,1,0,0,1,1,706,394,149,RW,2023-10-14,Mark Stone,VGK,ANA,1992-05-13,ID8475913,11476,0,0,0,0,0,0,0,0,,,,,,0
1073,0,0,2,1,0,0,0,,0,0,0,0,0,0,0,0,687,384,2,RW,2023-10-14,Jonathan Marchessault,VGK,ANA,1990-12-27,ID8476539,11979,0,0,0,0,0,0,0,0,,,,,,0
658,1,0,0,1,0,0,0,100.0,1,1,1,0,0,0,1,1,658,0,0,C,2023-10-14,Paul Cotter,VGK,ANA,1999-11-16,ID8481032,8733,0,0,0,0,0,0,0,0,,,,,,0
1088,2,1,1,1,0,2,0,57.14,12,21,0,0,0,0,0,1,603,331,154,C,2023-10-14,Chandler Stephenson,VGK,ANA,1994-04-22,ID8476905,10767,0,0,0,0,0,0,0,0,,,,,,0
854,0,0,1,0,0,0,0,,0,0,0,0,0,0,2,1,613,241,0,LW,2023-10-14,William Eklund,SJS,COL,2002-10-12,ID8482667,7672,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,Henry Thrun,SJS,COL,2001-03-12,ID8481567,8251,0,0,0,0,0,0,0,0,,,,,,0
929,0,0,1,0,0,0,0,60.0,12,20,0,0,0,0,4,-1,624,0,305,C,2023-10-14,Nico Sturm,SJS,COL,1995-05-03,ID8481477,10391,0,0,0,0,0,0,0,0,,,,,,0
789,0,0,1,3,0,0,0,,0,0,1,0,0,0,0,0,789,0,0,LW,2023-10-14,Fabian Zetterlund,SJS,COL,1999-08-25,ID8480188,8816,0,0,0,0,0,0,0,0,,,,,,0
756,0,1,3,1,0,0,2,55.56,5,9,0,0,0,0,0,1,648,108,0,C,2023-10-14,Thomas Bordeleau,SJS,COL,2002-01-03,ID8482133,7954,0,0,0,0,0,0,0,0,,,,,,0
990,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,765,225,0,LW,2023-10-14,Alexander Barabanov,SJS,COL,1994-06-17,ID8482222,10711,0,0,0,0,0,0,0,0,,,,,,0
1420,0,0,4,0,0,0,0,63.64,14,22,1,0,0,0,0,-1,954,302,164,C,2023-10-14,Tomas Hertl,SJS,COL,1993-11-12,ID8476881,10928,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,Kevin Labanc,SJS,COL,1995-12-12,ID8478099,10168,0,0,0,0,0,0,0,0,,,,,,0
1605,0,0,0,3,0,0,0,,0,0,0,0,0,0,4,-1,1257,15,333,D,2023-10-14,Mario Ferraro,SJS,COL,1998-09-17,ID8479983,9158,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,Ty Emberson,SJS,COL,2000-05-23,ID8480834,8544,0,0,0,0,0,0,0,0,,,,,,0
691,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,691,0,0,D,2023-10-14,Pierre-Olivier Joseph,PIT,CGY,1999-07-01,ID8480058,8871,0,0,0,0,0,0,0,0,,,,,,0
642,0,0,0,3,0,0,0,,0,0,0,1,0,0,0,1,642,0,0,D,2023-10-14,Tyler Tucker,STL,SEA,2000-03-01,ID8481006,8627,0,0,0,0,0,0,0,0,,,,,,0
720,0,0,0,1,0,0,0,,0,0,1,0,0,0,1,0,590,0,130,D,2023-10-14,Chad Ruhwedel,PIT,CGY,1990-05-07,ID8477244,12213,0,0,0,0,0,0,0,0,,,,,,0
844,0,0,2,0,0,0,0,28.57,2,7,0,0,0,0,0,0,725,119,0,C,2023-10-14,Matthew Poitras,BOS,NSH,2004-03-10,ID8483505,7157,0,0,0,0,0,0,0,0,,,,,,0
792,0,0,2,1,0,0,0,66.67,2,3,0,0,0,0,0,0,632,157,3,C,2023-10-14,Morgan Geekie,BOS,NSH,1998-07-20,ID8479987,9217,0,0,0,0,0,0,0,0,,,,,,0
922,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,-2,786,133,3,D,2023-10-14,Kevin Shattenkirk,BOS,NSH,1989-01-29,ID8474031,12676,0,0,0,0,0,0,0,0,,,,,,0
1100,0,0,1,2,0,0,0,43.75,7,16,1,1,0,0,0,-1,570,293,237,C,2023-10-14,Pavel Zacha,BOS,NSH,1997-04-06,ID8478401,9687,0,0,0,0,0,0,0,0,,,,,,0
1064,0,0,1,4,0,0,0,38.1,8,21,0,0,0,0,1,0,684,29,351,C,2023-10-14,Charlie Coyle,BOS,NSH,1992-03-02,ID8475745,11548,0,0,0,0,0,0,0,0,,,,,,0
1046,1,1,6,2,0,1,0,,0,0,0,2,0,0,0,1,724,298,24,RW,2023-10-14,David Pastrnak,BOS,NSH,1996-05-25,ID8477956,10003,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,Patrick Brown,BOS,NSH,1992-05-29,ID8477887,11460,0,0,0,0,0,0,0,0,,,,,,0
1424,0,0,1,1,0,0,2,,0,0,0,0,0,0,2,-1,942,146,336,D,2023-10-14,Hampus Lindholm,BOS,NSH,1994-01-20,ID8476854,10859,0,0,0,0,0,0,0,0,,,,,,0
710,0,2,3,0,2,0,0,0.0,0,1,0,1,0,0,1,0,469,241,0,LW,2023-10-14,James van Riemsdyk,BOS,NSH,1989-05-04,ID8474037,12581,0,0,0,0,0,0,0,0,,,,,,0
3541,0,0,36,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-14,Jeremy Swayman,BOS,NSH,1998-11-24,ID8480280,9090,0,34,13,3,18,3,20,13,W,94.44444444444444,100.0,100.0,90.0,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,Ian Mitchell,BOS,NSH,1999-01-18,ID8480070,9035,0,0,0,0,0,0,0,0,,,,,,0
1170,1,0,2,1,0,1,4,50.0,1,2,0,1,0,0,2,0,635,302,233,LW,2023-10-14,Brad Marchand,BOS,NSH,1988-05-11,ID8473419,12939,0,0,0,0,0,0,0,0,,,,,,0
1095,0,0,0,2,0,0,2,,0,0,0,1,0,0,1,1,887,2,206,D,2023-10-14,Dylan Samberg,WPG,FLA,1999-01-24,ID8480049,9029,0,0,0,0,0,0,0,0,,,,,,0
717,1,0,0,0,0,0,0,33.33,3,9,0,0,0,0,1,1,616,101,0,C,2023-10-14,Cole Perfetti,WPG,FLA,2002-01-01,ID8482149,7956,0,0,0,0,0,0,0,0,,,,,,0
569,0,1,2,0,0,0,0,0.0,0,1,0,0,0,0,1,1,278,0,291,C,2023-10-14,Morgan Barron,WPG,FLA,1998-12-02,ID8480289,9082,0,0,0,0,0,0,0,0,,,,,,0
1039,0,0,1,2,0,0,2,,0,0,0,0,0,0,3,-1,668,1,370,D,2023-10-14,Derek Forbort,BOS,NSH,1992-03-04,ID8475762,11546,0,0,0,0,0,0,0,0,,,,,,0
1235,1,0,2,0,0,0,0,,0,0,0,0,0,0,1,-1,887,348,0,C,2023-10-14,Gabriel Vilardi,WPG,FLA,1999-08-16,ID8480014,8825,0,0,0,0,0,0,0,0,,,,,,0
1570,2,0,2,2,0,2,2,,0,0,0,0,0,0,4,0,957,289,324,D,2023-10-14,Charlie McAvoy,BOS,NSH,1997-12-21,ID8479325,9428,0,0,0,0,0,0,0,0,,,,,,0
1080,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,639,0,441,D,2023-10-14,Brandon Carlo,BOS,NSH,1996-11-26,ID8478443,9818,0,0,0,0,0,0,0,0,,,,,,0
875,1,0,1,1,0,0,0,55.56,5,9,0,0,0,0,0,1,818,0,57,C,2023-10-14,Cole Sillinger,CBJ,NYR,2003-05-16,ID8482705,7456,0,0,0,0,0,0,0,0,,,,,,0
1068,0,3,4,2,1,0,0,37.5,6,16,0,0,0,0,3,2,950,48,70,C,2023-10-14,Boone Jenner,CBJ,NYR,1993-06-15,ID8476432,11078,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-14,Emil Bemstrom,CBJ,NYR,1999-06-01,ID8480205,8901,0,0,0,0,0,0,0,0,,,,,,0
1372,2,0,0,1,0,1,0,,0,0,1,0,0,0,4,0,1099,41,232,D,2023-10-14,Ivan Provorov,CBJ,NYR,1997-01-13,ID8478500,9770,0,0,0,0,0,0,0,0,,,,,,0
944,1,0,1,0,0,0,0,52.94,9,17,0,1,0,0,4,0,880,64,0,LW,2023-10-14,Patrik Laine,CBJ,NYR,1998-04-19,ID8479339,9309,0,0,0,0,0,0,0,0,,,,,,0
1320,0,0,0,1,0,0,2,,0,0,0,0,0,0,4,2,1180,70,70,D,2023-10-14,Damon Severson,CBJ,NYR,1994-08-07,ID8476923,10660,0,0,0,0,0,0,0,0,,,,,,0
747,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,697,50,0,C,2023-10-14,Kent Johnson,CBJ,NYR,2002-10-18,ID8482660,7666,0,0,0,0,0,0,0,0,,,,,,0
1177,0,0,2,0,0,0,0,,0,0,2,1,0,0,0,0,883,63,231,C,2023-10-14,Alexandre Texier,CBJ,NYR,1999-09-13,ID8480074,8797,0,0,0,0,0,0,0,0,,,,,,0
999,0,1,2,1,0,0,2,,0,0,1,0,0,0,1,-1,999,0,0,D,2023-10-14,David Jiricek,CBJ,NYR,2003-11-28,ID8483460,7260,0,0,0,0,0,0,0,0,,,,,,0
962,0,0,2,0,0,0,0,40.0,2,5,0,0,0,0,0,-1,901,61,0,C,2023-10-14,Adam Fantilli,CBJ,NYR,2004-10-12,ID8484166,6941,0,0,0,0,0,0,0,0,,,,,,0
742,0,0,1,0,0,0,0,45.45,5,11,0,0,0,0,0,-1,475,4,263,C,2023-10-14,John Beecher,BOS,NSH,2001-04-05,ID8481556,8227,0,0,0,0,0,0,0,0,,,,,,0
385,0,0,1,1,0,0,4,100.0,1,1,0,0,0,0,0,-2,366,2,17,C,2023-10-14,Jakub Lauko,BOS,NSH,2000-03-28,ID8480880,8600,0,0,0,0,0,0,0,0,,,,,,0
